pmid	relevance	biogrid	contains_interactions	pablo_comment	round	id	imex	reactome	tm_epmc	tm_dm_times_found	EVEX	evex_score_ave	BioGRID	GO_IPI	OmniPath_interactions	OmniPath_ptm
9334164	0.752628361253442	yes	yes		rd2	41	0	0	0	0	0	0	1	0	0	0
10209123	0.752628361253442	yes	yes		rd2	42	0	0	0	0	0	0	1	0	0	0
22907656	0.752628361253442	yes	yes		rd2	43	0	0	0	0	0	0	1	0	0	0
21278419	0.752628361253442	yes	yes		rd2	44	0	0	0	0	0	0	1	0	0	0
19047179	0.752628361253442	yes	yes		rd2	45	0	0	0	0	0	0	1	0	0	0
10619021	0.752628361253442	yes	yes		rd2	46	0	0	0	0	0	0	1	0	0	0
20504995	0.752628361253442	yes	yes		rd2	47	0	0	0	0	0	0	1	0	0	0
19647793	0.752628361253442	yes	yes		rd2	48	0	0	0	0	0	0	1	0	0	0
8626413	0.752628361253442	yes	yes		rd2	49	0	0	0	0	0	0	1	0	0	0
9230816	0.752628361253442	yes	yes		rd2	50	0	0	0	0	0	0	1	0	0	0
25366495	0.74876594375556	yes	yes		rd2	51	0	0	0	0	0	0	1	0	0	0
25380047	0.74876594375556	yes	yes		rd2	52	0	0	0	0	0	0	1	0	0	0
25384975	0.74876594375556	yes	yes		rd2	53	0	0	0	0	0	0	1	0	0	0
25384981	0.74876594375556	yes	yes		rd2	54	0	0	0	0	0	0	1	0	0	0
25385192	0.74876594375556	yes	yes		rd2	55	0	0	0	0	0	0	1	0	0	0
25388970	0.74876594375556	yes	yes		rd2	56	0	0	0	0	0	0	1	0	0	0
25404403	0.74876594375556	yes	yes		rd2	57	0	0	0	0	0	0	1	0	0	0
25404732	0.74876594375556	yes	yes		rd2	58	0	0	0	0	0	0	1	0	0	0
25408501	0.74876594375556	yes	yes		rd2	59	0	0	0	0	0	0	1	0	0	0
25411243	0.74876594375556	yes	yes		rd2	60	0	0	0	0	0	0	1	0	0	0
18337501	0.501078524670627	no	yes		rd2	61	0	0	0	0	1	-0.746404	0	1	0	0
21603163	0.500919772576452	yes	yes		rd2	62	0	0	0	0	1	-0.628689448979592	0	0	0	0
10779323	0.500893124872232	no	yes	mostly DNA-protein interactions	rd2	63	0	0	0	0	1	-0.922972	0	0	0	0
1461721	0.500817404874094	no	yes?	very old paper, evidence might not be good enough for IMEx	rd2	64	0	0	0	0	1	-0.872351	0	0	0	0
8505282	0.500582271218643	yes	yes		rd2	65	0	0	0	0	1	-0.64476875	1	0	0	0
19038973	0.500515745085731	no	yes		rd2	66	0	0	0	0	1	-0.8161685	0	1	0	0
12210728	0.500511739024622	yes	yes		rd2	67	0	0	0	0	1	-0.940197	1	0	0	0
14662749	0.500393707313113	yes	yes		rd2	68	0	0	1	7	1	1.35911	1	0	0	0
10583507	0.500181416482861	yes	yes		rd2	69	0	0	0	0	1	-0.468292	1	0	0	0
14987413	0.499973476156461	no	no	clinical review	rd2	70	0	0	0	0	1	-0.704476	0	0	0	0
14643060	0.349980280730363	no	no	review	rd2	71	0	0	0	0	1	-1.09976	0	0	0	0
15260889	0.349911774473611	no	no		rd2	72	0	0	0	0	1	-0.4272238	0	0	0	0
15264216	0.34963117939318	no	yes?	lipid-protein interaction in ezymatic assay, 'interaction' used frequently in text in context of genetic interaction	rd2	73	0	0	0	0	1	-0.967718714285714	0	0	0	0
9677319	0.349617435455346	no	yes		rd2	74	0	0	0	0	1	-0.054554	1	0	1	1
18573876	0.349617435455346	yes	yes		rd2	75	0	0	0	0	1	-0.187525	1	0	0	0
15932940	0.349617435455346	yes	yes		rd2	76	0	0	0	0	1	-0.348049	1	0	0	0
20085538	0.349489550487495	yes	yes		rd2	77	0	0	0	0	1	-0.0479308	1	0	0	0
11940591	0.349489550487495	yes	yes		rd2	78	0	0	0	0	1	-0.0157462666666667	1	0	0	0
15314026	0.349489550487495	no	yes		rd2	79	0	0	0	0	1	-0.0465187	0	0	0	0
9560319	0.349489550487495	yes	yes	small-molecule-protein interaction	rd2	80	0	0	0	0	1	-0.0469895	0	0	0	0
11777942	0.249267713408801	yes	yes		rd2	81	0	0	1	1	1	-0.46901127	1	1	0	0
20110263	0.249232634066354	no	yes	ChIP data	rd2	82	0	0	1	1	1	0.372696225806452	0	0	0	0
20089844	0.249163497662233	no	yes		rd2	83	0	0	1	3	0	0	0	0	0	0
15985167	0.249088653276987	no	no	structure modelling paper	rd2	84	0	0	1	2	1	0.597743	0	0	0	0
21679465	0.24882941740866	no	yes	ChIP data	rd2	85	0	0	1	3	1	0.0748755795454546	0	0	0	0
22347420	0.248713420273278	yes	yes		rd2	86	0	0	1	8	0	0	1	0	0	0
19534553	0.248561093567657	no	no	generic phosphorylated peptide Ips	rd2	87	0	0	0	0	0	0	0	0	1	1
28066428	0.248400133218979	no	yes	ChIP data	rd2	88	0	0	1	4	0	0	0	0	0	0
15911876	0.248358805232103	no	yes		rd2	89	0	0	1	5	0	0	0	0	0	0
23516550	0.2482336782588	yes	yes		rd2	90	0	0	1	10	0	0	1	0	0	0
25190485	0.100989656609764	yes	yes		rd2	91	0	0	1	9	0	0	1	0	0	0
25901786	0.100350530382787	yes	yes		rd2	92	0	0	1	4	0	0	1	0	0	0
22262461	0.100350530382787	yes	yes		rd2	93	0	0	1	4	0	0	1	0	0	0
26927068	0.100350530382787	no	yes	ChIP, y1h, EMSA data	rd2	94	0	0	1	4	0	0	0	0	0	0
12438421	0.100263456661138	no	no	RETRACTED PAPER	rd2	95	0	0	1	1	0	0	0	0	0	0
25595906	0.100178618235352	yes	yes		rd2	96	0	0	1	2	0	0	1	0	0	0
25839160	0.09975657354656	no	no		rd2	97	0	0	1	1	0	0	0	0	0	0
24960071	0.099665490031302	no	yes	Already in IMEx	rd2	98	0	0	1	2	0	0	0	0	0	0
11877461	0.0995326280682133	no	yes		rd2	99	0	0	1	5	0	0	0	0	1	1
27926479	0.0993953424501784	no	yes	ChIP data	rd2	100	0	0	1	3	0	0	0	0	0	0
24385911	0.0306052195588734	no	yes		rd2	101	0	0	1	3	0	0	0	0	0	0
23727861	0.0281931084673497	yes	yes		rd2	102	0	0	1	1	0	0	1	0	0	0
24736547	0.0281931084673497	no	no		rd2	103	0	0	1	1	0	0	0	0	0	0
22272266	0.0281931084673497	no	no		rd2	104	0	0	1	1	0	0	0	0	0	0
25032869	0.0281931084673497	no	no		rd2	105	0	0	1	1	0	0	0	0	0	0
20028516	0.0280726039385744	yes	yes		rd2	106	0	0	1	3	1	0.1144	1	0	0	0
25896913	0.0261592895067475	no	no		rd2	107	0	0	1	1	0	0	0	0	0	0
27581363	0.0248337119179721	no	yes		rd2	108	0	0	1	4	0	0	0	0	0	0
26687445	0.02378576410413	no	yes		rd2	109	0	0	1	2	0	0	0	0	0	0
23455675	0.0195624230870009	yes	yes		rd2	110	0	0	1	1	0	0	1	0	0	0
18673564	18.16147114	no	no	cites large PPI study and analyzes interactions	rd3	111	0	0	1	1	1	-0.649162270833333	0	0	0	0
22231447	17.69961291	no	yes		rd3	112	0	0	1	1	0	0	0	0	0	0
19703986	16.98323571	no	no	unspecific RNA-protein interactions	rd3	113	0	0	1	4	1	-0.181587583333333	0	0	0	0
6090951	16.85766524	no	no		rd3	114	0	1	0	0	0	0	0	0	0	0
20865117	16.8138957	no	no		rd3	115	0	0	1	2	0	0	0	0	0	0
19936222	16.77404549	no	no		rd3	116	0	0	0	0	1	-0.0637682247191011	0	0	0	0
19042971	16.76228718	no	yes	ChIP data	rd3	117	0	0	1	3	1	-0.108145571428571	0	0	0	0
20100910	16.76034777	no	yes		rd3	118	0	0	1	3	1	-0.0158512352941176	0	0	0	0
16316467	16.74587871	no	no		rd3	119	0	0	1	1	1	-0.648745	0	0	0	0
26714015	16.62023617	no	yes		rd3	120	0	0	1	2	0	0	0	0	0	0
19187526	16.58327307	no	yes		rd3	121	0	0	1	8	1	-0.18477213133515	0	0	0	0
7624324	16.49595839	no	yes		rd3	122	0	0	0	0	0	0	0	0	1	1
21615552	16.39131667	no	yes		rd3	123	0	0	1	4	1	-0.148393	0	0	0	0
15647107	16.33713362	no	yes		rd3	124	0	0	1	2	0	0	0	0	0	0
21552547	16.22175822	no	no		rd3	125	0	0	0	0	1	0.158923193115942	0	0	0	0
22028885	16.16805836	no	no	non-curatable kinase assay	rd3	126	0	0	1	3	1	-0.0439737551020408	0	0	0	0
27846260	16.13916971	no	no	interaction mentioned in abstract, no data	rd3	127	0	0	1	2	0	0	0	0	0	0
22069485	16.11377522	no	yes		rd3	128	0	0	1	1	0	0	0	0	0	0
20157423	15.94283353	no	yes		rd3	129	0	0	1	2	1	-0.278037755102041	0	0	0	0
23671573	15.8705147	no	yes		rd3	130	0	0	1	2	0	0	0	0	0	0
16059745	9.99862731	no	no		rd3	131	0	0	0	0	1	0.0242055	0	0	0	0
16109918	9.997593542	no	no	antigen-antibody interaction	rd3	132	0	0	0	0	0	0	0	1	0	0
20818396	9.997430644	no	yes		rd3	133	0	0	0	0	1	0.0594181	0	0	0	0
1356634	9.996844021	no	no		rd3	134	0	0	0	0	1	0.063114	0	0	0	0
17576689	9.995505543	no	yes		rd3	135	0	0	1	2	1	-0.137507	0	0	0	0
23213356	9.993165184	no	yes		rd3	136	0	0	1	1	0	0	0	0	1	0
18001466	9.991995245	no	no		rd3	137	0	0	1	2	1	-1.25772	0	0	0	0
22084573	9.991560253	no	yes		rd3	138	0	0	0	0	1	-0.0226978727272727	0	0	0	0
16778136	9.990969679	no	yes		rd3	139	0	1	0	0	1	-0.346192666666667	0	0	0	0
15572351	9.987918671	yes	yes		rd3	140	0	0	0	0	1	0.0313846	1	0	0	0
25622105	10.49684778	no	yes	REMSA data	rd3	141	0	0	1	1	0	0	0	0	1	0
20462955	10.49298972	no	yes		rd3	142	0	0	1	5	0	0	0	0	0	0
20221258	10.49287002	no	no	computational paper on PPI analysis	rd3	143	0	0	0	0	1	0.00193259	0	0	0	0
17349958	10.49218657	no	no	contains non-curatable phosphorylation data using IP approach	rd3	144	0	0	0	0	0	0	0	0	0	1
18021410	10.49039554	no	no		rd3	145	0	0	0	0	1	-0.263562928571429	0	0	0	0
10037723	10.48945975	yes	yes		rd3	146	1	0	0	0	0	0	1	0	0	0
10393177	10.48945975	no	yes		rd3	147	1	0	0	0	0	0	0	0	0	0
10671565	10.48945975	no	no		rd3	148	0	0	0	0	0	0	0	1	0	0
12695525	10.48945975	yes	yes		rd3	149	0	0	0	0	0	0	1	0	0	0
15001692	10.48945975	yes	yes		rd3	150	0	0	0	0	0	0	1	0	0	0
17690115	6.999952459	no	yes		rd3	151	0	0	1	5	0	0	0	0	1	0
16244670	6.999891806	no	yes	ChIP data	rd3	152	0	0	0	0	1	-0.19465	0	0	0	0
17202468	6.997994206	no	yes		rd3	153	0	0	0	0	1	0.27692175	0	0	0	0
11106648	6.997190096	no	yes		rd3	154	0	0	0	0	1	0.245374	0	0	0	1
12496250	6.996474131	no	yes		rd3	155	0	0	0	0	1	-0.0752356166666667	0	0	0	0
21917897	6.996404861	no	no	Interaction analysis done with InnateDB data	rd3	156	0	0	0	0	1	0.0292319260465116	0	0	0	0
18020452	6.996354429	no	yes		rd3	157	0	0	0	0	1	0.264958	0	0	0	0
11134231	6.996274357	no	no	Ca+-mediated activation / trasnport presented as interaction	rd3	158	0	0	0	0	1	0.968085	0	0	0	0
17010654	6.995686031	no	yes		rd3	159	1	0	0	0	1	0.0612783	0	0	0	0
16254078	6.995227778	no	yes	NA-protein interactions	rd3	160	0	0	1	4	1	0.359985035294118	0	0	0	0
10064069	6.954714055	no	yes		rd3	161	0	1	0	0	0	0	0	0	0	0
10067895	6.954714055	no	yes		rd3	162	0	1	0	0	0	0	0	0	0	0
10085094	6.954714055	yes	yes		rd3	163	0	0	0	0	0	0	1	0	0	0
10085131	6.954714055	no	yes		rd3	164	0	0	0	0	0	0	0	0	1	1
10090723	6.954714055	yes	yes		rd3	165	1	0	0	0	0	0	1	0	0	0
10195903	6.954714055	no	yes		rd3	166	0	0	0	0	0	0	0	0	1	0
10197981	6.954714055	no	yes		rd3	167	0	0	0	0	0	0	0	0	0	1
10206975	6.954714055	no	no		rd3	168	0	0	0	0	0	0	0	0	1	1
10329850	6.954714055	no	yes		rd3	169	0	0	0	0	0	0	0	0	1	1
10342886	6.954714055	no	no / NA	full article not available, seems to be referred to protein-cell binding	rd3	170	0	0	0	0	0	0	0	0	1	0
21253017	4.999108425	no	no		rd3	171	0	0	0	0	1	-0.503554	0	0	0	0
1730090	4.998501264	no	yes	NA-protein interactions	rd3	172	0	0	0	0	1	-0.41014	0	0	0	0
11685558	4.998501264	no	no		rd3	173	0	0	0	0	1	-0.409775	0	0	0	0
18701462	4.998142368	no	yes		rd3	174	0	0	1	9	1	0.365394	0	0	0	0
7929391	4.998104648	no	yes		rd3	175	0	0	0	0	1	-0.240299	0	0	0	0
21572956	4.99782083	no	no		rd3	176	0	0	1	1	1	-0.7077138	0	0	0	0
8095360	4.997022949	no	no / NA	full article not available, seems to be referred to protein complex-cell binding	rd3	177	0	0	0	0	1	-0.215805	0	0	0	0
18838553	4.996492604	no	yes		rd3	178	0	0	0	0	1	-0.181871	0	0	0	0
15270695	4.994461001	no	yes		rd3	179	0	0	0	0	1	0.19665154	0	0	0	0
11108261	4.993315937	no	no		rd3	180	0	0	0	0	1	-0.855114	0	0	0	0
24286029	0.999537726	no	yes		rd3	181	0	0	1	9	0	0	0	0	0	0
27790974	0.999537726	no	yes		rd3	182	0	0	1	9	0	0	0	0	0	0
28445932	0.999268176	no	yes		rd3	183	0	0	1	2	0	0	0	0	0	0
23706036	0.999268176	no	no		rd3	184	0	0	1	1	0	0	0	0	0	0
27642012	0.999268176	no	yes		rd3	185	0	0	1	2	0	0	0	0	0	0
18617529	0.999268176	no	no	DNA-DNA interactions, not the kind of data we capture	rd3	186	0	0	1	2	0	0	0	0	0	0
21270437	0.999268176	no	yes	ChIP data	rd3	187	0	0	1	2	0	0	0	0	0	0
22986534	0.999268176	no	yes	ChIP data	rd3	188	0	0	1	2	0	0	0	0	0	0
23027905	0.999268176	no	yes		rd3	189	0	0	1	2	0	0	0	0	0	0
23762244	0.999268176	no	yes	ChiP data - ChIP seq large dataset, not really curatable	rd3	190	0	0	1	2	0	0	0	0	0	0
28450907	0.573307272	no	no		rd3	191	0	0	1	1	0	0	0	0	0	0
28451253	0.573307272	no	no		rd3	192	0	0	1	1	0	0	0	0	0	0
28453729	0.573307272	no	no		rd3	193	0	0	1	1	0	0	0	0	0	0
28458520	0.573307272	no	no		rd3	194	0	0	1	1	0	0	0	0	0	0
28468127	0.573307272	no	yes		rd3	195	0	0	1	1	0	0	0	0	0	0
28472098	0.573307272	no	no		rd3	196	0	0	1	1	0	0	0	0	0	0
28500307	0.573307272	no	yes	ChIP data	rd3	197	0	0	1	1	0	0	0	0	0	0
28506239	0.573307272	no	no		rd3	198	0	0	1	1	0	0	0	0	0	0
28508041	0.573307272	no	yes	ChIP data	rd3	199	0	0	1	1	0	0	0	0	0	0
28514955	0.573307272	no	no	aptamer-bacteria interactions	rd3	200	0	0	1	1	0	0	0	0	0	0
