pmid	relevance	known	contains_interactions	pablo_comment	round	id	imex	reactome	tm_epmc	tm_dm_times_found	EVEX	evex_score_ave	BioGRID	GO_IPI	OmniPath_interactions	OmniPath_ptm
10209123	0.752628361	yes	yes		rd2	42	0	0	0	0	0	0	1	0	0	0
22907656	0.752628361	yes	yes		rd2	43	0	0	0	0	0	0	1	0	0	0
21278419	0.752628361	yes	yes		rd2	44	0	0	0	0	0	0	1	0	0	0
19047179	0.752628361	yes	yes		rd2	45	0	0	0	0	0	0	1	0	0	0
10619021	0.752628361	yes	yes		rd2	46	0	0	0	0	0	0	1	0	0	0
20504995	0.752628361	yes	yes		rd2	47	0	0	0	0	0	0	1	0	0	0
19647793	0.752628361	yes	yes		rd2	48	0	0	0	0	0	0	1	0	0	0
8626413	0.752628361	yes	yes		rd2	49	0	0	0	0	0	0	1	0	0	0
9230816	0.752628361	yes	yes		rd2	50	0	0	0	0	0	0	1	0	0	0
25366495	0.748765944	yes	yes		rd2	51	0	0	0	0	0	0	1	0	0	0
25380047	0.748765944	yes	yes		rd2	52	0	0	0	0	0	0	1	0	0	0
25384975	0.748765944	yes	yes		rd2	53	0	0	0	0	0	0	1	0	0	0
25384981	0.748765944	yes	yes		rd2	54	0	0	0	0	0	0	1	0	0	0
25385192	0.748765944	yes	yes		rd2	55	0	0	0	0	0	0	1	0	0	0
25388970	0.748765944	yes	yes		rd2	56	0	0	0	0	0	0	1	0	0	0
25404403	0.748765944	yes	yes		rd2	57	0	0	0	0	0	0	1	0	0	0
25404732	0.748765944	yes	yes		rd2	58	0	0	0	0	0	0	1	0	0	0
25408501	0.748765944	yes	yes		rd2	59	0	0	0	0	0	0	1	0	0	0
25411243	0.748765944	yes	yes		rd2	60	0	0	0	0	0	0	1	0	0	0
18337501	0.501078525	no	yes		rd2	61	0	0	0	0	1	-0.746404	0	1	0	0
21603163	0.500919773	yes	yes		rd2	62	0	0	0	0	1	-0.628689448979592	0	0	0	0
10779323	0.500893125	no	yes	mostly DNA-protein interactions	rd2	63	0	0	0	0	1	-0.922972	0	0	0	0
1461721	0.500817405	no	yes?	very old paper, evidence might not be good enough for IMEx	rd2	64	0	0	0	0	1	-0.872351	0	0	0	0
8505282	0.500582271	yes	yes		rd2	65	0	0	0	0	1	-0.64476875	1	0	0	0
19038973	0.500515745	no	yes		rd2	66	0	0	0	0	1	-0.8161685	0	1	0	0
12210728	0.500511739	yes	yes		rd2	67	0	0	0	0	1	-0.940197	1	0	0	0
14662749	0.500393707	yes	yes		rd2	68	0	0	1	7	1	1.35911	1	0	0	0
10583507	0.500181416	yes	yes		rd2	69	0	0	0	0	1	-0.468292	1	0	0	0
14987413	0.499973476	no	no	clinical review	rd2	70	0	0	0	0	1	-0.704476	0	0	0	0
14643060	0.349980281	no	no	review	rd2	71	0	0	0	0	1	-1.09976	0	0	0	0
15260889	0.349911774	no	no		rd2	72	0	0	0	0	1	-0.4272238	0	0	0	0
15264216	0.349631179	no	yes?	lipid-protein interaction in ezymatic assay, 'interaction' used frequently in text in context of genetic interaction	rd2	73	0	0	0	0	1	-0.967718714285714	0	0	0	0
9677319	0.349617435	no	yes		rd2	74	0	0	0	0	1	-0.054554	1	0	1	1
18573876	0.349617435	yes	yes		rd2	75	0	0	0	0	1	-0.187525	1	0	0	0
15932940	0.349617435	yes	yes		rd2	76	0	0	0	0	1	-0.348049	1	0	0	0
20085538	0.34948955	yes	yes		rd2	77	0	0	0	0	1	-0.0479308	1	0	0	0
11940591	0.34948955	yes	yes		rd2	78	0	0	0	0	1	-0.0157462666666667	1	0	0	0
15314026	0.34948955	no	yes		rd2	79	0	0	0	0	1	-0.0465187	0	0	0	0
9560319	0.34948955	yes	yes	small-molecule-protein interaction	rd2	80	0	0	0	0	1	-0.0469895	0	0	0	0
11777942	0.249267713	yes	yes		rd2	81	0	0	1	1	1	-0.46901127	1	1	0	0
20110263	0.249232634	no	yes	ChIP data	rd2	82	0	0	1	1	1	0.372696225806452	0	0	0	0
20089844	0.249163498	no	yes		rd2	83	0	0	1	3	0	0	0	0	0	0
15985167	0.249088653	no	no	structure modelling paper	rd2	84	0	0	1	2	1	0.597743	0	0	0	0
21679465	0.248829417	no	yes	ChIP data	rd2	85	0	0	1	3	1	0.0748755795454546	0	0	0	0
22347420	0.24871342	yes	yes		rd2	86	0	0	1	8	0	0	1	0	0	0
19534553	0.248561094	no	no	generic phosphorylated peptide Ips	rd2	87	0	0	0	0	0	0	0	0	1	1
28066428	0.248400133	no	yes	ChIP data	rd2	88	0	0	1	4	0	0	0	0	0	0
15911876	0.248358805	no	yes		rd2	89	0	0	1	5	0	0	0	0	0	0
23516550	0.248233678	yes	yes		rd2	90	0	0	1	10	0	0	1	0	0	0
25190485	0.100989657	yes	yes		rd2	91	0	0	1	9	0	0	1	0	0	0
25901786	0.10035053	yes	yes		rd2	92	0	0	1	4	0	0	1	0	0	0
22262461	0.10035053	yes	yes		rd2	93	0	0	1	4	0	0	1	0	0	0
26927068	0.10035053	no	yes	ChIP, y1h, EMSA data	rd2	94	0	0	1	4	0	0	0	0	0	0
12438421	0.100263457	no	no	RETRACTED PAPER	rd2	95	0	0	1	1	0	0	0	0	0	0
25595906	0.100178618	yes	yes		rd2	96	0	0	1	2	0	0	1	0	0	0
25839160	0.099756574	no	no		rd2	97	0	0	1	1	0	0	0	0	0	0
24960071	0.09966549	no	yes	Already in IMEx	rd2	98	0	0	1	2	0	0	0	0	0	0
11877461	0.099532628	no	yes		rd2	99	0	0	1	5	0	0	0	0	1	1
27926479	0.099395342	no	yes	ChIP data	rd2	100	0	0	1	3	0	0	0	0	0	0
24385911	0.03060522	no	yes		rd2	101	0	0	1	3	0	0	0	0	0	0
23727861	0.028193108	yes	yes		rd2	102	0	0	1	1	0	0	1	0	0	0
24736547	0.028193108	no	no		rd2	103	0	0	1	1	0	0	0	0	0	0
22272266	0.028193108	no	no		rd2	104	0	0	1	1	0	0	0	0	0	0
25032869	0.028193108	no	no		rd2	105	0	0	1	1	0	0	0	0	0	0
20028516	0.028072604	yes	yes		rd2	106	0	0	1	3	1	0.1144	1	0	0	0
25896913	0.02615929	no	no		rd2	107	0	0	1	1	0	0	0	0	0	0
27581363	0.024833712	no	yes		rd2	108	0	0	1	4	0	0	0	0	0	0
26687445	0.023785764	no	yes		rd2	109	0	0	1	2	0	0	0	0	0	0
23455675	0.019562423	yes	yes		rd2	110	0	0	1	1	0	0	1	0	0	0
18673564	18.16147114	no	no	cites large PPI study and analyzes interactions	rd3	111	0	0	1	1	1	-0.649162270833333	0	0	0	0
22231447	17.69961291	no	yes		rd3	112	0	0	1	1	0	0	0	0	0	0
19703986	16.98323571	no	no	unspecific RNA-protein interactions	rd3	113	0	0	1	4	1	-0.181587583333333	0	0	0	0
6090951	16.85766524	no	no		rd3	114	0	1	0	0	0	0	0	0	0	0
20865117	16.8138957	no	no		rd3	115	0	0	1	2	0	0	0	0	0	0
19936222	16.77404549	no	no		rd3	116	0	0	0	0	1	-0.0637682247191011	0	0	0	0
19042971	16.76228718	no	yes	ChIP data	rd3	117	0	0	1	3	1	-0.108145571428571	0	0	0	0
20100910	16.76034777	no	yes		rd3	118	0	0	1	3	1	-0.0158512352941176	0	0	0	0
16316467	16.74587871	no	no		rd3	119	0	0	1	1	1	-0.648745	0	0	0	0
26714015	16.62023617	no	yes		rd3	120	0	0	1	2	0	0	0	0	0	0
19187526	16.58327307	no	yes		rd3	121	0	0	1	8	1	-0.18477213133515	0	0	0	0
7624324	16.49595839	no	yes		rd3	122	0	0	0	0	0	0	0	0	1	1
21615552	16.39131667	no	yes		rd3	123	0	0	1	4	1	-0.148393	0	0	0	0
15647107	16.33713362	no	yes		rd3	124	0	0	1	2	0	0	0	0	0	0
21552547	16.22175822	no	no		rd3	125	0	0	0	0	1	0.158923193115942	0	0	0	0
22028885	16.16805836	no	no	non-curatable kinase assay	rd3	126	0	0	1	3	1	-0.0439737551020408	0	0	0	0
27846260	16.13916971	no	no	interaction mentioned in abstract, no data	rd3	127	0	0	1	2	0	0	0	0	0	0
22069485	16.11377522	no	yes		rd3	128	0	0	1	1	0	0	0	0	0	0
20157423	15.94283353	no	yes		rd3	129	0	0	1	2	1	-0.278037755102041	0	0	0	0
23671573	15.8705147	no	yes		rd3	130	0	0	1	2	0	0	0	0	0	0
16059745	9.99862731	no	no		rd3	131	0	0	0	0	1	0.0242055	0	0	0	0
16109918	9.997593542	no	no	antigen-antibody interaction	rd3	132	0	0	0	0	0	0	0	1	0	0
20818396	9.997430644	no	yes		rd3	133	0	0	0	0	1	0.0594181	0	0	0	0
1356634	9.996844021	no	no		rd3	134	0	0	0	0	1	0.063114	0	0	0	0
17576689	9.995505543	no	yes		rd3	135	0	0	1	2	1	-0.137507	0	0	0	0
23213356	9.993165184	no	yes		rd3	136	0	0	1	1	0	0	0	0	1	0
18001466	9.991995245	no	no		rd3	137	0	0	1	2	1	-1.25772	0	0	0	0
22084573	9.991560253	no	yes		rd3	138	0	0	0	0	1	-0.0226978727272727	0	0	0	0
16778136	9.990969679	no	yes		rd3	139	0	1	0	0	1	-0.346192666666667	0	0	0	0
15572351	9.987918671	yes	yes		rd3	140	0	0	0	0	1	0.0313846	1	0	0	0
25622105	10.49684778	no	yes	REMSA data	rd3	141	0	0	1	1	0	0	0	0	1	0
20462955	10.49298972	no	yes		rd3	142	0	0	1	5	0	0	0	0	0	0
20221258	10.49287002	no	no	computational paper on PPI analysis	rd3	143	0	0	0	0	1	0.00193259	0	0	0	0
17349958	10.49218657	no	no	contains non-curatable phosphorylation data using IP approach	rd3	144	0	0	0	0	0	0	0	0	0	1
18021410	10.49039554	no	no		rd3	145	0	0	0	0	1	-0.263562928571429	0	0	0	0
10037723	10.48945975	yes	yes		rd3	146	1	0	0	0	0	0	1	0	0	0
10393177	10.48945975	no	yes		rd3	147	1	0	0	0	0	0	0	0	0	0
10671565	10.48945975	no	no		rd3	148	0	0	0	0	0	0	0	1	0	0
12695525	10.48945975	yes	yes		rd3	149	0	0	0	0	0	0	1	0	0	0
15001692	10.48945975	yes	yes		rd3	150	0	0	0	0	0	0	1	0	0	0
17690115	6.999952459	no	yes		rd3	151	0	0	1	5	0	0	0	0	1	0
16244670	6.999891806	no	yes	ChIP data	rd3	152	0	0	0	0	1	-0.19465	0	0	0	0
17202468	6.997994206	no	yes		rd3	153	0	0	0	0	1	0.27692175	0	0	0	0
11106648	6.997190096	no	yes		rd3	154	0	0	0	0	1	0.245374	0	0	0	1
12496250	6.996474131	no	yes		rd3	155	0	0	0	0	1	-0.0752356166666667	0	0	0	0
21917897	6.996404861	no	no	Interaction analysis done with InnateDB data	rd3	156	0	0	0	0	1	0.0292319260465116	0	0	0	0
18020452	6.996354429	no	yes		rd3	157	0	0	0	0	1	0.264958	0	0	0	0
11134231	6.996274357	no	no	Ca+-mediated activation / trasnport presented as interaction	rd3	158	0	0	0	0	1	0.968085	0	0	0	0
17010654	6.995686031	no	yes		rd3	159	1	0	0	0	1	0.0612783	0	0	0	0
16254078	6.995227778	no	yes	NA-protein interactions	rd3	160	0	0	1	4	1	0.359985035294118	0	0	0	0
10064069	6.954714055	no	yes		rd3	161	0	1	0	0	0	0	0	0	0	0
10067895	6.954714055	no	yes		rd3	162	0	1	0	0	0	0	0	0	0	0
10085094	6.954714055	yes	yes		rd3	163	0	0	0	0	0	0	1	0	0	0
10085131	6.954714055	no	yes		rd3	164	0	0	0	0	0	0	0	0	1	1
10090723	6.954714055	yes	yes		rd3	165	1	0	0	0	0	0	1	0	0	0
10195903	6.954714055	no	yes		rd3	166	0	0	0	0	0	0	0	0	1	0
10197981	6.954714055	no	yes		rd3	167	0	0	0	0	0	0	0	0	0	1
10206975	6.954714055	no	no		rd3	168	0	0	0	0	0	0	0	0	1	1
10329850	6.954714055	no	yes		rd3	169	0	0	0	0	0	0	0	0	1	1
10342886	6.954714055	no	no / NA	full article not available, seems to be referred to protein-cell binding	rd3	170	0	0	0	0	0	0	0	0	1	0
21253017	4.999108425	no	no		rd3	171	0	0	0	0	1	-0.503554	0	0	0	0
1730090	4.998501264	no	yes	NA-protein interactions	rd3	172	0	0	0	0	1	-0.41014	0	0	0	0
11685558	4.998501264	no	no		rd3	173	0	0	0	0	1	-0.409775	0	0	0	0
18701462	4.998142368	no	yes		rd3	174	0	0	1	9	1	0.365394	0	0	0	0
7929391	4.998104648	no	yes		rd3	175	0	0	0	0	1	-0.240299	0	0	0	0
21572956	4.99782083	no	no		rd3	176	0	0	1	1	1	-0.7077138	0	0	0	0
8095360	4.997022949	no	no / NA	full article not available, seems to be referred to protein complex-cell binding	rd3	177	0	0	0	0	1	-0.215805	0	0	0	0
18838553	4.996492604	no	yes		rd3	178	0	0	0	0	1	-0.181871	0	0	0	0
15270695	4.994461001	no	yes		rd3	179	0	0	0	0	1	0.19665154	0	0	0	0
11108261	4.993315937	no	no		rd3	180	0	0	0	0	1	-0.855114	0	0	0	0
24286029	0.999537726	no	yes		rd3	181	0	0	1	9	0	0	0	0	0	0
27790974	0.999537726	no	yes		rd3	182	0	0	1	9	0	0	0	0	0	0
28445932	0.999268176	no	yes		rd3	183	0	0	1	2	0	0	0	0	0	0
23706036	0.999268176	no	no		rd3	184	0	0	1	1	0	0	0	0	0	0
27642012	0.999268176	no	yes		rd3	185	0	0	1	2	0	0	0	0	0	0
18617529	0.999268176	no	no	DNA-DNA interactions, not the kind of data we capture	rd3	186	0	0	1	2	0	0	0	0	0	0
21270437	0.999268176	no	yes	ChIP data	rd3	187	0	0	1	2	0	0	0	0	0	0
22986534	0.999268176	no	yes	ChIP data	rd3	188	0	0	1	2	0	0	0	0	0	0
23027905	0.999268176	no	yes		rd3	189	0	0	1	2	0	0	0	0	0	0
23762244	0.999268176	no	yes	ChiP data - ChIP seq large dataset, not really curatable	rd3	190	0	0	1	2	0	0	0	0	0	0
28450907	0.573307272	no	no		rd3	191	0	0	1	1	0	0	0	0	0	0
28451253	0.573307272	no	no		rd3	192	0	0	1	1	0	0	0	0	0	0
28453729	0.573307272	no	no		rd3	193	0	0	1	1	0	0	0	0	0	0
28458520	0.573307272	no	no		rd3	194	0	0	1	1	0	0	0	0	0	0
28468127	0.573307272	no	yes		rd3	195	0	0	1	1	0	0	0	0	0	0
28472098	0.573307272	no	no		rd3	196	0	0	1	1	0	0	0	0	0	0
28500307	0.573307272	no	yes	ChIP data	rd3	197	0	0	1	1	0	0	0	0	0	0
28506239	0.573307272	no	no		rd3	198	0	0	1	1	0	0	0	0	0	0
28508041	0.573307272	no	yes	ChIP data	rd3	199	0	0	1	1	0	0	0	0	0	0
28514955	0.573307272	no	no	aptamer-bacteria interactions	rd3	200	0	0	1	1	0	0	0	0	0	0
22442688	21.50570516	yes	yes		rd4	201	0	0	1	7	0	0	0	0	0	0
12556241	20.9350913	yes	yes		rd4	202	0	0	0	0	1	-0.687285963636364	0	0	0	0
15522123	19.09176584	yes	yes		rd4	203	0	0	1	9	1	-0.429023035714286	1	0	0	0
11818025	18.24425918	yes	yes		rd4	204	0	0	1	9	1	0.254494347126437	1	0	0	0
17311814	16.82007143	yes	yes		rd4	205	0	0	1	10	1	-0.00274159602409639	1	0	0	0
19142223	16.61713391	yes	yes		rd4	206	0	0	1	7	1	0.628477222222222	0	0	0	0
21148148	16.56957201		yes		rd4	207	0	0	1	11	1	-0.0900220416666667	0	0	0	0
18430226	16.33062306	yes	yes		rd4	208	0	0	1	6	1	1.17463	0	0	0	0
20427290	16.32302148	yes	yes		rd4	209	0	0	1	6	1	-0.347489	1	0	0	0
20035625	16.11309963		yes		rd4	210	0	0	1	10	1	0.508067064285714	0	0	0	0
16397295	16.1095505	yes	yes		rd4	211	0	0	1	7	1	0.5492958671875	0	0	0	1
12578912	15.93863891	yes	yes		rd4	212	0	0	1	8	1	1.07308	1	0	0	0
21789191	15.90987013	yes	yes		rd4	213	0	0	1	10	1	0.38805895	1	0	0	0
17620406	15.68484126	yes	yes		rd4	214	0	0	1	5	1	0.766094	0	0	0	0
18828880	15.36655109	yes	yes		rd4	215	0	0	0	0	1	-0.445906991693548	0	0	0	0
12963706	15.2896221	yes	yes		rd4	216	0	0	1	8	1	0.0158137632	1	0	0	0
12427871	14.95977022		yes		rd4	217	0	0	1	6	1	2.04019	0	0	0	0
18160415	14.95468143	yes	yes		rd4	218	0	0	1	9	1	-0.0490677772727273	1	0	0	0
21383955	14.93259837	yes	yes		rd4	219	0	0	1	6	1	0.093448	1	0	0	0
21745816	14.9183172	yes	yes		rd4	220	0	0	1	7	1	0.107375989247312	1	1	0	0
12021315	14.85672707		yes		rd4	221	0	0	1	8	1	1.03438	0	0	0	0
21826244	14.67437039		yes		rd4	222	0	0	1	11	1	0.335733833333333	0	0	0	0
18281698	14.57560147		yes		rd4	223	0	0	1	12	1	0.312814871428571	0	0	0	0
17175537	14.50847302		yes		rd4	224	0	0	1	8	1	0.647729675	0	0	0	0
17178910	14.37092641		yes		rd4	225	0	0	1	5	1	-0.495148410958904	0	0	0	0
26352593	14.29093814		yes		rd4	226	0	0	1	11	0	0	0	0	0	0
17693435	14.25329703		yes		rd4	227	0	1	1	4	1	1.05252	0	0	0	0
12509223	14.17320274		yes		rd4	228	0	0	1	10	1	-0.513871842758621	0	0	0	0
18559666	14.12938955		yes		rd4	229	0	0	1	5	1	1.03625321875	0	0	0	0
22904170	14.03327096		yes		rd4	230	0	0	0	0	0	0	1	0	0	0
15004009	9.566712074	yes	yes		rd4	231	0	0	0	0	0	0	1	0	0	0
9405383	9.515111704	yes	yes		rd4	232	0	0	0	0	0	0	1	0	0	0
16979770	9.555633125		yes		rd4	233	0	1	0	0	0	0	0	0	0	0
10551883	9.418246282	yes	yes		rd4	234	0	0	0	0	1	-0.784846	1	0	0	0
20082125	9.389303323	yes	yes		rd4	235	0	0	0	0	0	0	0	1	0	0
15134578	9.531997104		no		rd4	236	0	0	0	0	1	-1.74797	0	0	0	0
27013495	9.513731368	yes	yes		rd4	237	0	0	0	0	0	0	1	0	0	0
12393859	9.515111704		yes		rd4	238	0	0	0	0	0	0	1	0	0	0
12167717	9.555633125		yes	kinase assays with coIPed proteins, partially purified	rd4	239	0	1	0	0	0	0	0	0	0	0
15937332	9.333065084	yes	yes		rd4	240	0	0	0	0	0	0	1	0	0	0
18048363	8.95363434	yes	yes		rd4	241	0	0	0	0	1	-0.110694	1	0	0	0
18519672	8.991819582		yes		rd4	242	0	0	0	0	0	0	0	0	1	0
20740684	8.9947371		yes		rd4	243	0	0	0	0	0	0	0	0	1	0
10207020	8.947851327	yes	yes		rd4	244	0	0	0	0	0	0	1	0	0	0
11029585	8.871670753	yes	yes		rd4	245	0	0	0	0	0	0	1	0	0	0
25331947	8.536387944	yes	yes		rd4	246	0	0	0	0	0	0	1	0	0	0
1674604	8.869038202	yes	yes		rd4	247	0	0	0	0	0	0	0	1	0	0
16401880	8.958436869		no	review	rd4	248	0	1	0	0	0	0	0	0	0	0
17684057	8.742713767	yes	yes		rd4	249	0	1	0	0	0	0	0	1	0	0
16818604	8.843056563	yes	yes		rd4	250	0	0	0	0	1	-0.116034	1	0	0	0
20149875	6.576279286		yes		rd4	251	0	0	0	0	0	0	0	0	1	0
8900209	6.576279286		yes		rd4	252	0	0	0	0	0	0	0	0	1	0
8163498	6.576279286		yes	possibly not curatable, only abstract accessible	rd4	253	0	0	0	0	0	0	0	0	1	1
22001259	6.576279286		yes		rd4	254	0	0	0	0	0	0	0	0	1	0
25295537	6.576279286	yes	yes		rd4	255	0	0	0	0	0	0	1	0	0	0
19545277	6.576279286	yes	yes		rd4	256	0	0	0	0	0	0	1	0	0	0
20972445	6.576279286	yes	yes		rd4	257	0	0	0	0	0	0	1	0	0	0
11160317	6.576279286		no		rd4	258	0	1	0	0	0	0	0	0	0	0
12624089	6.576279286		yes?	insulin formation, two chains interacting	rd4	259	0	1	0	0	0	0	0	0	0	0
26002965	6.576279286	yes	yes		rd4	260	0	0	0	0	0	0	1	0	0	0
22125427	6.460333258		no	review	rd4	261	0	0	0	0	1	0.182548	0	0	0	0
10480866	6.449510664		yes		rd4	262	0	0	0	0	1	0.806316	0	0	0	0
20712893	6.050044396		no		rd4	263	0	0	0	0	1	0.8414807	0	0	0	0
24260471	6.470125016		yes		rd4	264	0	0	1	13	0	0	0	0	0	0
19573245	6.355567816		no	computational paper	rd4	265	0	0	0	0	1	-0.321053458227848	0	0	0	0
20043841	6.425825892		yes		rd4	266	0	0	1	2	0	0	0	0	1	1
12943698	6.495309663		yes		rd4	267	0	0	0	0	1	0.167082086956522	0	0	0	0
11438518	6.010984322	yes	yes		rd4	268	0	0	0	0	1	0.25312	0	1	0	0
10224118	6.380669234	yes	yes		rd4	269	0	0	0	0	1	0.943987	1	0	0	0
27827364	6.375436032		yes		rd4	270	0	0	1	8	0	0	0	0	0	0
20711761	4.663688403		no		rd4	271	0	0	0	0	1	0.598449	0	0	0	0
15846369	4.734390246		yes?	Interaction with heparan sulfate proteoglycans	rd4	272	0	0	0	0	1	0.251601	0	0	0	0
16100442	4.669426503		no		rd4	273	0	0	0	0	1	0.501174	0	0	0	0
19805511	4.658518289		yes		rd4	274	0	0	0	0	1	0.531154	0	0	0	0
1825786	4.723890205		yes		rd4	275	0	0	0	0	1	0.275663	0	0	0	0
10607706	4.632528834		no		rd4	276	0	0	0	0	1	0.525085666666667	0	0	0	0
18783614	4.642928141		no		rd4	277	0	0	0	0	1	1.38211	0	0	0	0
17892993	4.678970432		no		rd4	278	0	0	0	0	1	0.327877	0	0	0	0
8503013	4.668688831		yes		rd4	279	0	0	0	0	1	0.362459	0	0	0	0
19264844	4.741194525		yes	ChIP data	rd4	280	0	0	0	0	1	0.123442	0	0	0	0
12498690	2.526802265	yes	yes		rd4	281	0	0	0	0	1	-0.421616	1	0	0	0
15105826	2.543969678		yes		rd4	282	0	0	0	0	1	-0.172054	0	0	0	0
23987506	2.5284856		yes		rd4	283	0	0	1	5	0	0	0	0	0	0
11929972	2.46120689		yes?		rd4	284	0	0	0	0	1	-1.2904	0	0	0	0
22411985	2.255949925		yes		rd4	285	0	0	1	6	0	0	0	0	0	0
21850219	2.459752809		no		rd4	286	0	0	0	0	1	-1.09412	0	0	0	0
3335778	2.477167585		no	antibody binding assay	rd4	287	0	0	0	0	1	-0.768734	0	0	0	0
18601530	2.454561453		yes		rd4	288	0	0	0	0	1	-1.99474	0	0	0	0
16895604	2.476178715		no		rd4	289	0	0	0	0	1	-0.685722	0	0	0	0
17230227	2.477468631		no		rd4	290	0	0	0	0	1	-0.709621	0	0	0	0
22558368	0.78127705		no		rd4	291	0	0	1	1	0	0	0	0	0	0
24717973	1.20606423		no		rd4	292	0	0	1	1	0	0	0	0	0	0
21422232	1.167873359		yes		rd4	293	0	0	1	3	0	0	0	0	0	0
22492994	1.179138541	yes	yes		rd4	294	0	0	1	5	0	0	1	0	0	0
22174879	0.929228435		no		rd4	295	0	0	1	1	0	0	0	0	0	0
12235124	1.050135404		yes		rd4	296	0	0	1	2	0	0	0	0	0	0
26484567	0.846849668		yes	ChIP data	rd4	297	0	0	1	1	0	0	0	0	0	0
26002056	1.140633655		no		rd4	298	0	0	1	3	0	0	0	0	0	0
26457123	1.102687217		no		rd4	299	0	0	1	2	0	0	0	0	0	0
27164138	1.112195592		no		rd4	300	0	0	1	2	0	0	0	0	0	0
28479722	0.78127705		no		rd4	301	0	0	1	1	0	0	0	0	0	0
28496107	0.78127705		no		rd4	302	0	0	1	1	0	0	0	0	0	0
28529621	0.78127705		no		rd4	303	0	0	1	1	0	0	0	0	0	0
